tweet_id;tweet_text;label
1,38268E+18;"#Iran has finalized a contract for 60 million doses of #SputnikV to be imported from #Russia. 2 Iranian companies have also signed contracts to domestically produce the Russian vaccine
https://t.co/098H42lq7M";neutral
1,36842E+18;"More that 50,000 senior citizens (60+) vaccinated in Delhi.

Authorities believe that a majority of JNU students are now covered.

Please help me in representing these two pieces of news in a pie-chart. ?

#CovidVaccine
#COVAXIN";neutral
1,3726E+18;@cynthiaboaz Congrats.  #Moderna was my vaccine.  I barely noticed soreness at the injection. The next day I had a slight headache and upset stomach.  Eating a breakfast seem to resolve the quizzes.  Ready for #2.;neutral
1,38164E+18;Just got my first dose of my COVID-19 vaccine, please don’t be a COV-IDIOT. Get the vaccine when it is made available to you. #COVID19Vaccination #COVIDIOTS #Moderna;positive
1,37365E+18;"Important reporting by ?@washingtonpost? here about the lack of efficacy of the #Sinopharm #Covid19 vaccine.

Third dose of Sinopharm vaccine needed after shot isn’t generating adequate antibody response. https://t.co/0vfNTtPRZL";neutral
1,37559E+18;Thankful for @VeteransHealth and @DeptVetAffairs for the awesome job administering the COVID vaccine at their #EvansvilleIN clinic! The nurses were great and it was so great to chat with veterans as we waited our turn! #vaccine #vaccinated #halfway #Moderna;positive
1,37672E+18;'Dr Reddy's expects #SputnikV vaccine to get approval from Indian regulator in next few weeks' https://t.co/sXHXveqOz9;neutral
1,36625E+18;when we should be thankful for the vaccine that has arrived, we are also praying that people who received it will be healthy and be alright.. #protect #saluteforthebravesones #COVID19Vaccine #Sinovac;positive
1,36969E+18;"The subject-matter expert committee recommended that Covaxin be granted emergency authorization for use following the phase 3 test data of the Indian vaccine.
https://t.co/6uNKaK79Xi
#Covaxin #BharatBiotech #india #vaccine #news #science #news4readers";neutral
1,37655E+18;And finally,  new manufacturing sites for #pfizer, #moderna and #AstraZeneca, and Moderna announce they have started vaccine clinical trials in children;neutral
1,37195E+18;"Roth Conference - Video Answers all your Questions

https://t.co/Y2fMaFD0c6

$OCGN
#COVAXIN";neutral
1,36459E+18;"? Thanks to real-world data from the #UK, the #PfizerBioNTech vaccine has been shown to provide high levels of protection against #Covid19 from the very first dose. This is another great example of #RWD's positive influence on #healthcare.

?Link: https://t.co/Z2oZe03lDV";neutral
1,36171E+18;I got the second dose of #Moderna #vaccine yesterday, and today, when a lot of people say the side effects hit hard, I am feeling nothing but a little soreness in my arm. Yay! #vaccinated;positive
1,3509E+18;"Coronavirus: Iran reports 6,016 new cases, 86 deaths in the last 24 hours #Iran #coronavirus #Tehran #Sinovac #PfizerBioNTech #SputnikV
https://t.co/W3b9lQvTwK https://t.co/wSqfsIqTc4";neutral
1,37166E+18;#Pakistani President Arif Alvi and his wife Samina Alvi were vaccinated with #Sinopharm's COVID-19 jabs on Monday. https://t.co/Etz1tfhNT5;neutral
1,38274E+18;While 24 Countries Have Suspended AstraZeneca vaccine, Embarrassing Justin #Trudeau and Doug Ford says Ontario Canada has determined AstraZeneca is 'safe and effective #cdnpoli Get out of #Syria #COVID19 Order Russia #SputnikV end Toronto #lockdown https://t.co/8f386NOUSr https://t.co/uHI7n0B53J;neutral
1,36174E+18;"Today we will be discussing what vaccine effectiveness means.

#covac #COVID19 #vaccine #pfizer #moderna #publichealth https://t.co/g4C41yx1Q8";neutral
1,36846E+18;#Rwanda becomes first African country to administer #PfizerBioNTech #COVID19 vaccine. The nation received 102,960 doses of Pfizer-BioNTech and 240,000 doses of AstraZeneca through the COVAX facility  https://t.co/enQBy1ggEo https://t.co/22jNtL3aIn;neutral
1,37406E+18;#Pfizer #Moderna and #johnsonandjohnson are planning to hike up prices on #vaccines as soon as #COVID19 is no longer considered a #pandemic @anticorruption @FTM_nl @mauricedehond #BigPharma https://t.co/nPCgUzM4LV;neutral
1,38256E+18;"Please note - Sanjeevan Karve Road is also offering #Covaxin for the 2nd dose. The vaccination site is at the neighboring college.

(The spreadsheet says Sanjeevan Uttam Nagar - which maybe incorrect).

#Pune";neutral
1,38213E+18;I’ve been interviewing @jabraham and following his career for over a year so now that I’m finally eligible for a vaccine I asked him to do the honors and stab me in the arm...and I think he enjoyed it ? ? thanks, Dr. Jerry! @SpecNews1SoCal #halfvaxxed #moderna https://t.co/UBhadLNLIs;positive
1,38136E+18;"???????Sinovac ?????????? efficacy 3%? #????? #sinovac A recent study of the effectiveness of Chile’s vaccination programme found the efficacy of a single dose of the Sinovac jab was just 3 per cent, compared with 56 per cent with two shots.
 https://t.co/OXKE4UvVTr";neutral
1,36887E+18;"“Hello darkness, my old friend” (for a third time)

[#Covid19HK #hk #sinovac] https://t.co/rczZ5jRVBe";neutral
1,37736E+18;"US vs UK Vaccine Thread

Both are doing exceptionally well but appears UK's long gap dosage is paying off well. Why? Look at the number

Adult receiving at least one dose: UK 58% vs US 38%
Reduction in death from Jan Peak: UK 95% vs US 73%

#Pfizer  #AstraZeneca  #Moderna";neutral
1,38259E+18;"So Finally I too Vaccinated..
#Covaxin #ThanqBharathBiotech";neutral
1,36624E+18;"@MeghUpdates whilst it has already been publicly revealed that #BharatBiotech's #Covaxin was administered to PM Modi; someone who is out on bail, is asking for 'full disclosure'?!";neutral
1,36377E+18;"#HongKong's leader Carrie Lam received #China's #Sinovac vaccine on Monday together with top officials at a live televised event to bolster public confidence ahead of the vaccine's rollout in the global financial hub this week.

#Covid19Vaccine

https://t.co/ZrIRQ4a8xt";neutral
1,36143E+18;Got my first dose of the #Moderna #COVIDVaccine today. So far so good. No side effects. And my pharmacist was the nicest guy. Thanks @WeisMarkets!;positive
1,37297E+18;Dose 1 of #Moderna ??? https://t.co/JuXbqp7bY7;positive
1,38492E+18;"Check this out guys.... If u need financial help..!!

#CoronaSecondWave #Covishield #Covaxin #CoronaVaccine #ICMR https://t.co/7xF5jZRKCx";neutral
1,37479E+18;Corona Math: How many people worldwide reluctantly have to go for a WHO-unapproved Sinovac shot, because their governments can’t secure them or afford a safer #vaccine, or they need to do it for business/jobs purposes? https://t.co/C6y21lUWmB #China #Sinovac #Sinopharm #WHO #math https://t.co/jaAXslxkZg;neutral
1,3729E+18;"1st jag done - did anyone want to cry? Felt very emotional- huge thanks to all involved - felt safe &amp; thanks to Astra Zeneca ? the @NHSGrampian amazing  ?? #OxfordAstraZeneca #vaccine https://t.co/8hRTyv5X1O";positive
1,37053E+18;"@JaniceDean It's the 2nd dose that finishes off these poor seniors no one can handle GLYCOL in their bloodstream it almost killed @BenStein1944  watch his videos he was in very bad shape Covid booster: be aware
 @JoeBiden admin @PressSec  covers up
#COVID19 #Moderna https://t.co/y3LvqSLW9k";negative
1,3671E+18;"Great!
#Covaxin
#COVID19 https://t.co/KTVPEYTHFR";positive
1,38303E+18;@Uncommo52204052 Many people prefer #Covaxin over #Covishield, unfortunately is  very hard to get one in most cities.;neutral
1,37712E+18;"MP Kiambaa Koinange has succumbed to COVID-19.

Guys, get protected. Get #AstraZeneca through the govt facility or book #SputnikV through this link https://t.co/qZVPfsnlVo

COVID is here and it's killing";positive
1,37281E+18;@ArvindKejriwal no one seems to be bothered about real issues of common people. You Sir, pls arrange corona vaccine for every citizen of #Delhi immediately and make it open for all age groups. Make Delhi 1st state with complete inoculation. #Covaxin #Covishield;neutral
1,33861E+18;Getting my first dose of the #PfizerBioNTech #CovidVaccine next weekend and seeing this #UNBOXING just made it so real. Are my hopes for this set too high?#OperationWarpSpeed https://t.co/P9EwFpZSep;neutral
1,36414E+18;Which one you suggest @drharshvardhan ? Coronil from @PypAyurved  or #COVAXIN from @CovaxinBharat ? People are really confused ?;neutral
1,3716E+18;"CHECK THIS OUT ... WAKE UP!
#BillGates ~ #AnthonyFauci ~ #GeorgeSoros ~ #Moderna ~ #JeffreyEpstein https://t.co/Ms1mkthB7K";neutral
1,37376E+18;"Does having side effects after vaccination indicate a better immune response? Find out. https://t.co/Tf3PcpSZQ0

#covid #covidvaccine #vaccinesideeffects #moderna #pfizer #johnsonandjohnson";neutral
1,359E+18;"@OssiTiihonen @keskusta @KarnaMikko @MattilaHanna @TorniainenAri @Demarit @Raimo_Piirainen @merjamakisalo @vihreat @outialanko @iiris_suomela @kokoomus @ikekanerva @jukka_kopra @Romakka @K3FIN @AnttiLindtman @TimoHarakka @kurvisentwiit @MarkusLohi @VilleTavio @ir_rkp @paavoarhinmaki @annakontula @KaiMykkanen @swheimo @EvaBiaudet @SariEssayah @AnteroLaukkanen @PaiviRasanen @saritanus @pjostman @oikeuskansleri @KristaKiuru @KirsiVarhila @HNohynek @T_Puumalainen @TampereUni @kuntatyonantaja @STM_Uutiset @TEM_uutiset @Elinkeinoelama @AkavaRy @AVItwiittaa @STTKMikonkatu @tyoterveys @Laakarilehti @Tehy_ry @THLorg #Moderna, #Pfizer Test #mRNA Experimental Biologics on Children | Global Research, February 08, 2021
- 'Our goal is to generate data in the spring of 2021 that will support the use of mRNA-1273 in adolescents in advance of the 2021 school year”.
https://t.co/AEFmuZFLzy https://t.co/BGx9O24Djk";neutral
1,37216E+18;"""These are rather bizarre decisions, when the EMA have insisted the vaccine is safe"". Watch @LawrenceYoung11 from @warwickmed live on @dwnews on the decision of several EU countries to stop the rollout of the #AstraZeneca COVID vaccine.

#COVID19 #CovidVaccine #OxfordAstraZeneca https://t.co/S7PFXYj7ob";neutral
1,36391E+18;? Mom’s completed her second dose of the #Moderna vaccine . Strength in numbers . (at Norwalk Hospital) https://t.co/loQd7dLH2y https://t.co/3qH1bQ3RhN;neutral
1,38345E+18;"To further augment #COVID19Vaccine supplies, production of #Covaxin to be increased from the current 1 crore doses/month to 10 crore by September 2021 by enhancing capacity &amp; adding more manufacturers. Take a look to know more! #IndiaFightsCorona #Unite2FightCorona https://t.co/am4JEn9yyR";neutral
1,3825E+18;Inside China's #Sinopharm COVID-19 #vaccine production facility. https://t.co/1yhuEaR0EY;neutral
1,37628E+18;Spent yesterday giving covid vaccines. Still just so grateful and happy to be part of history. AND I got to give my daughter her vaccine, how cool is that?! #CovidVaccine #COVID19 #partofthesolution #moderna;positive
1,38366E+18;What this says is basically covaxin may be contributing to the spread since we don’t know if Bharat biotech followed GMP !? #Covaxin #CoronaVaccine https://t.co/zYtEvV1Zgz;neutral
1,38108E+18;"Today is my birthday. For my gift my sons, mother and I were able to get our first dose. #Moderna #vaccinated #COVID19
Am I scared? A little. I did it anyway. https://t.co/dfojTwcEWl";neutral
1,38517E+18;"Things are better. Did not need Remdesivir or FabiFlu or oxygen. since the patient had had the second dose of #Covaxin , recovery was faster.
Thank you @PMOIndia @narendramodi ji";neutral
1,36948E+18;A revised number of just ~1.36 million doses on 8th of March!!! #LargestVaccineDrive #India #VaccinateIndia #VaccineDrive #IndiaFightsCorona #COVID19 #CovidVaccine #Covishield #Covaxin 5/n;neutral
1,38462E+18;"Why tf #Moderna ppl gotta be so tryhard about being ""better"" than anyone else who got the vaccine? It's a vaccine dude. If anything the Pfizer one has more studies done on it so it's technically better even though they're basically the same. That's some silly ass shit.";neutral
1,37004E+18;Just got my first shot of the Moderna vaccine and my cool yellow button, now I have to wait half an hour. #vaccinated #Moderna #getyourshot https://t.co/6CNjRNDR9A;positive
1,38006E+18;"We must never forget the enormous ?? achievement of #vaccination. Chatting to a university friend in Sydney ?? they are sadly months behind with their programme. Yet the UK will hit #HerdImmunity on Monday. I was ? with #oxfordastrazeneca 24 days ago ?

https://t.co/46CwxA4Dcx";neutral
1,37548E+18;"#UPDATE #PfizerBioNTech coronavirus vaccine vials can be kept at normal freezer temperatures, instead of in ultra-cold storage, for up to two weeks, the EU's drugs regulator the #EMA said on Friday, helping the ""rapid roll-out"" of vaccines across Europe https://t.co/6y5oVtW8A3 https://t.co/Y66p1YJ8Vz";neutral
1,3816E+18;"@CNBCTV18Live #CNBCTV18Exclusive | Sources say #SputnikV will be a 2 dose #vaccine; First dose is less grammage dose than second

To be administered in a gap of 21 days https://t.co/CkFBDC8xoB";neutral
1,38268E+18;@TulsiGabbard EMBARRASSING Crimea Russia everything is open business as usual. Ontario reporting 3670 cases of #COVID19 1016 new cases in Toronto #lockdown Closed business, Church ,no family, No Hope #MentalHealth Canada get out of Syria #SputnikV 91.6% effective #Jesus https://t.co/FXPIKzgaGA;positive
1,37843E+18;I am hearing from friends volunteering at #COVID19 #vaccination PODs that ‘too many people’ are not returning for their second shot for #Pfizer and #moderna. Plz make arrangements for you or loved ones to get that important second shot!;neutral
1,37978E+18;FEELING MUCH BETTER TODAY after Monday's second #Moderna shot. Arm soreness is mostly gone now. How very fortunate I am to be fully vaccinated now. Everyone in #Colorado over 16 is now eligible to receive the #COVID19 #vaccines. #Pfizer #JohnsonandJohnson #coronavirus #MaskUp https://t.co/7IUkpck6RJ;neutral
1,36219E+18;"Got my second dose of the #Moderna Covid vaccine today.

Can’t wait for the side effects. ?";neutral
1,38134E+18;"Age barrier should be removed for vaccination. Also, it should be available door-to-door, likewise we had a vaccination for Polio earlier.
@ArvindKejriwal @AamAadmiParty

#vaccination #LargestVaccinationDrive #Covaxin https://t.co/wYPpwpNbUa";neutral
1,37232E+18;"#EU's @vonderleyen #vaccination legacy 2021...
The best advert for #Brexit !

#AstraZeneca #OxfordAstraZeneca  ? https://t.co/OJHfM8D8zz";neutral
1,36629E+18;"To judge #Covaxin safety in a real world setting, hard data speaks louder

In 1.2 million shots, no serious side-effects seen

#COVID19Vaccine $OCGN #IndiaFightsCorona https://t.co/AZ3tNzBTQE";neutral
1,36773E+18;@BDUTT #Covaxin airlifted?!? ?;neutral
1,3842E+18;"#Madurai district has so far received 2,22,300 doses of #CovidVaccine.

#Covishield - 1,98,400 doses
#Covaxin - 23,900 doses

(4/n)";neutral
1,36997E+18;comic sans power #sputnikV #COVID19 https://t.co/HXv0u83e3I;neutral
1,37904E+18;"I took #Moderna #2 on Saturday &amp; felt it even LESS than the first shot. a little soreness at the injection site but that’s literally it.

don’t let the stories scare you. just please go get vaccinated. or I reserve the right to not hang out with you in the future ???

#vaccine";neutral
1,38498E+18;Second Shot is in the books..... #vaccinated #Moderna #Michigan;neutral
1,38292E+18;"Centre approves transfer of #Covaxin technology from Bharat Biotech to Hufkin Institute.

#COVID19

https://t.co/EwWy9awOrv https://t.co/AP2OxiyswZ";neutral
1,3852E+18;My Russian side feeling obliged to share :) #SputnikV https://t.co/OhP9mCPDzg;neutral
1,37873E+18;"@PIB_India @narendramodi @MoHFW_INDIA @COVIDNewsByMIB @DDNewslive @airnewsalerts There is no logic for age restricted administration of #Covishield and #Covaxin vaccines.
The govt. should immediately open vaccinations to all adults who are medically fit to be vaccinated.";positive
1,38353E+18;@NickKnudsenUS @joncoopertweets Yesterday after getting my second dose of Moderna vaccine. So very grateful. And yes, I will continue to wear my mask ?? #moderna #WearAMask https://t.co/PuRzHc6eCS;neutral
1,36689E+18;"Don’t be a coward, get your shot y’all.  Oh and keep wearing your gosh darn mask.

#Moderna #DollyParton #WearYourMask https://t.co/shliIKBZJM";positive
1,36807E+18;Congress-ruled states rejecting Covaxin a lie: Amarinder #Congress #Covaxin #AmarinderSingh #ChardiKalan https://t.co/wAnbVzg5Si;neutral
1,38034E+18;"@MatrixFilia Status from second Moderna shot: mild sore arm, tiny swelling, used aspercreme and chilled pack as a precaution. She took a nap and woke up to eat a ham &amp; cheese sub w/ tater tots. Feels fine. ?? #vaccine #Moderna";neutral
1,36894E+18;"First shot- it was an extra appt. I wasn't prepared for the emotional experience of waiting in line reflecting on the country's loss &amp; my own- grieving my strong but scary year of having my first child (Aprl 20) and learning how to parent w only my husband. #vaccinated #Moderna";neutral
1,33887E+18;"COVID-19: New York nurse gets first shots of Coronavirus Vaccine.

#CovidVaccine #SandraLindsay
#NewYorkCity #Pfizer #PfizerBioNTech

https://t.co/EyE8ysVVMz";neutral
1,3804E+18;"Prediction time ????

Who will win the #ManoftheMatch Award in today #MIvRCB match ???

#IPL2021 #ViratKohli #RCBvsMI #RohitSharma #pollard #Iplupdates #instagramdown #IPLCountdown #MIvsRCB #BREAKING #Covaxin #Galat #SenCalKapimi #facebookdown #fridaymorning

Cast your votes";neutral
1,38093E+18;@washingtonpost Are you safe after taking single dose of Covid-19 vaccine?Expert Dr S Narayani, Fortis hospital. #covidvaccine #covid19 #vaccine #covid #largestvaccinedrive #covid_19 #unite2fightcorona #coronavirus #pfizer #johnsonandjohnson #astrazeneca #moderna #healthforall #mumbai #nagpur https://t.co/zUVFiqYUWh;neutral
1,36747E+18;#Russia expects several #EuropeanUnion countries to approve the use of its #SputnikV vaccine this month and Moscow could provide vaccines for 50 million Europeans starting from June https://t.co/Kpbp0BO8Jq #CoronaVaccine #vaccination;neutral
1,37918E+18;"Vax shot #Moderna
Ready for she-hulk powers #Gillette ???? https://t.co/bJOBOaWSUD";neutral
1,37729E+18;"Covid vaccine: You can't sue #Pfizer or #Moderna over side effectshttps://www.cnbc.com › 2020/12/16 › covid-vaccine-si...
 Attorneys say claims would most likely be routed through worker's compensation programs and treated as an on-the-job injury. “But there are ... https://t.co/ezgZKjxXTt";neutral
1,38092E+18;@RawalSagar6 @anuragteddy @MalikAshok Ask them to check first the percentage of Rabies vaccine administered in place of #Covaxin;neutral
1,37466E+18;"@RossMillen Take it easy - I worked like the clappers after my first jab @DillingtonHouse and had to take the following Monday off.

#PfizerVaccine or #OxfordAstraZeneca?";neutral
1,38181E+18;"#DRreddys #SputnikV in focus

#Sputnik #Sputnikvaccine https://t.co/GhSp3bwRIo";neutral
1,36657E+18;So far, normal rxns to #Sinovac. https://t.co/GrDZFTe9dO;neutral
1,366E+18;"FDA approves compassionate use of Sinopharm vaccine for PSG | GMA News

#coronavirus #COVID19 #COVID19PH #COVIDVaccine #COVIDVaccinePH #Sinopharm

https://t.co/xCOUthIJXW";neutral
1,35771E+18;"""IT IS NOT A VACCINE"" #COVID19 #CovidVaccine #vaccine #PfizerBioNTech https://t.co/l8W19h3wsE";neutral
1,37613E+18;Fantastic to see the first #Gavi vaccines arriving in #Mauritius - many more to follow. #VaccinesSaveLives @gavi @ZJoomaye #OxfordAstraZeneca ???? https://t.co/geRW2lOU1a;positive
1,36375E+18;"JUST IN: PHL envoy to Moscow Carlos Soreta said no hard date yet for procurement &amp; delivery of #SputnikV to the Philippines; ongoing transaction being done via G2G, not via private sector. | @roymabasa https://t.co/6wW9fvOKVm";neutral
1,36325E+18;"https://t.co/8wx2EPwFap is available now.

#vaccine #vaccines #medical #CovidVaccine #Domains #domain #Moderna #canadiandomain #healthcare https://t.co/pH879QT6hs";neutral
1,38344E+18;@JenniferSey @PatientObserve1 @FratboyMarxist All for children safety until vaccines come into the picture. Wow. What a hypocrite. I got the #Moderna vaccine both doses in January and February. The vaccine was approved by the FDA for emergency use. Over 3 million doses of the vaccine given in Wisconsin;neutral
1,37229E+18;"Pfizer-BioNTech will replace AstraZeneca as the primary COVID-19 vaccination of Finland, due to supply shortages. https://t.co/fG2XbELwGK

#CovidVaccine #PfizerBioNTech #COVID19FI #KoronaFI";neutral
1,36715E+18;"Good news for all of us.
#COVAXIN shows 81% interim efficacy in Phase 3 trail. https://t.co/Ut9ZVGpFoR";positive
1,37433E+18;"Virchow Biotech capacities will help facilitate the global supply of Sputnik V to international partners of RDIF, it added

According to the statement, the efficacy of Sputnik V is 91.6 percent as confirmed by the data published in the Lancet.

#SputnikV #Vaccine #Virchow";positive
1,3774E+18;Moderna (two-dose) vaccine available at CVS Pharmacy 313 SOUTH GARFIELD AVENUE MONTEREY PARK, CA 91754 on Saturday: April 03, 2021. Schedule here: https://t.co/hFBqsEaIpE #Moderna #ElMonte #montereypark #California #Covid #Vaccine #Appointments #vaccinebot;neutral
1,3744E+18;"Got my first shot at Gillette Stadium today.

If you have the ability to travel to a supersite I highly recommend the state's new waitlist system. https://t.co/1FTSGViQEw
#COVID19 #Gillette #Moderna https://t.co/E07PSVhMES";neutral
1,38312E+18;Yes it’s all about trust!  And when trusted, we participate.  A right of man! #SputnikV #vaccines https://t.co/afZb2JWxgP;positive
1,37517E+18;"@PattyArquette Yay .@PattyArquette Me too. Thank You @JoeBiden @AOC @POTUS @SenSchumer for fast forwarding the #vaccines . I got  #Moderna #vaccinated 3 days ago. This time #2020 I was so #COVID19 Sick, I almost died fr #COVID bc #Trump #Greed &amp; #Trump @SenateGOP . I condemn #GOP lies = #Murder";positive
1,37936E+18;#Russia sold #SputnikV vaccines to #Slovakia which are different from vaccines used for #Lancet study, says State Institute for Drug Control after tests. Russia lied to us and SputnikV is just a propaganda and tool of hybrid warfare. Don't trust Russia. #vaccination #scam https://t.co/DicTUPspDu;negative
1,37734E+18;A batch of #Sinopharm #COVID19 #vaccines arrived in #SriLanka from China on Wednesday as part of a donation by the Chinese government to the island nation. https://t.co/LA5Q6gDeZ0;neutral
1,38206E+18;Second dose down!! Bring on the crummy part so I can get it over with ??? #Moderna;positive
1,3778E+18;"Something put me out today. Not saying it's the #Moderna vaccine. But I'm also not saying it wasn't.

Thing is... I had cramps or something. But I woke up having had gut issues this morning so it's hard to say if it was the vaxx. Either way, I feel fine now. Sore arm is all";neutral
1,37894E+18;I understand #Covaxin not freely available in Mumbai Is it trueEven in #JJHospital it is reserved  for  #secondDose only . Is there supply issue? Distribution issue ? or something else? @OfficeofUT @mybmc @PMOIndia @VikasReports @RemaNagarajan @Teensthack @Rupalijee @RachesElla;neutral
1,37653E+18;Got that #SDE (Second Dose Energy!) going on. Thanks, #PfizerBiontech! Thanks, @JoeBiden! #vaccinated https://t.co/jfN9ilywt6;positive
1,36769E+18;"@SirPareshRawal If Kerala, Punjab &amp; Chhattisgarh refuse to use #Covaxin , it's there problem &amp; it's great advantage to people of other states who need the vaccines.";neutral
1,36563E+18;You are all working vaccine wizardry. So pleased - my text message arrived this morning. #PfizerBioNTech dose 2 booked ? See you at the Westway on Wednesday! https://t.co/A1ucpFl5Jn;positive
1,36803E+18;Who’s got vaccine ? envy? Is it only me? #Moderna #Pfizer #AstraZeneca #vaccine #vaccination #COVIDVaccineArrives #johnsonandjohnson #fuckinggiveittome;positive
1,35862E+18;"Most of  the third world countries who don't have adequate funds to purchase vaccines by themselves will get this ""Chinese mad jabs""
#COVAX #AstraZeneca #Sinovac https://t.co/emNQSk1FrZ";neutral
1,37465E+18;Jabbed on the clock!! Welcome inside me dearest #covid_19 Vaccine!! #oxfordastrazeneca .... the one and only!! ??? #grateful #nhsengland #topjob #getyours https://t.co/xVWAsRrJse;positive
1,37017E+18;A batch of China-donated #Sinopharm vaccine arrived in Brazzaville, capital of the Republic of #Congo, on Wednesday. Congolese health minister, minister of foreign affairs, national defense minister and Chinese ambassador to the Congo welcomed the vaccine at the airport. https://t.co/q9QX6mIXIC;neutral
1,36967E+18;"Getting my #Moderna on Friday!  #MyShot

https://t.co/ph0cGOprRW";neutral
1,38495E+18;Had the #Moderna Covid vaccine today. Keep wanting to sing 'Jolene' at the top of my voice. What's all that about? ????;neutral
1,36638E+18;Denis Logunov, deputy director of the Gamaleya Center: Studies show that “revaccination with #SputnikV vaccine is working very well against new coronavirus mutations, including the UK and South African strains.”;positive
1,36522E+18;@teekhi_mircheee @BharatBiotech Congrats to your first Dose of #Covaxin??????;positive
1,3827E+18;"61% of samples in Maharashtra found to be the new double mutant strain.
Do #Covishield and #Covaxin vaccines work against this variant?
#COVIDSecondWave";neutral
1,37486E+18;@fordnation Who is eating alone today because Doug Ford and Trudeau Toronto Ontario Canada forced you to stay home #lockdown no family, no business, no church, no hope, no life #MentalHealthMatters Order Russia #SputnikV Get out of Syria #COVID19 #spring #Cuba https://t.co/3rcnbg4NLA https://t.co/vu2XkqIyWD;neutral
1,36885E+18;"#AstraZeneca sold its stake in #Moderna for more than $1 billion. #AZN looks to develop its own pipeline of drugs. With #MRNA trending downwards, was it the right choice?

Which #stocks do you like? #Trade with https://t.co/aY2rHVXCRw

*Trading carries risk of loss https://t.co/vo6L3G5IvU";neutral
1,34938E+18;Feeling very lucky right about now ??? #PfizerBioNTech https://t.co/tmkGPUuBFh;positive
1,38157E+18;Most people in India will prefer #SputnikV vaccine with more than 90% efficacy and also all data is in public domain and published in peer reviewed international journals.;neutral
1,38155E+18;The Subject Expert Committee of India’s drug regulator on Monday approved #SputnikV, the #CoronavirusVaccine developed by #Russia, for emergency use, the Business Standard reported. https://t.co/kP4It5KfPa;neutral
1,35893E+18;This morning, I got my second shot of Moderna. Feeling grateful. So far no side effects. #CovidVaccine #COVID19 #Moderna;positive
1,37265E+18;I got my #CovidVaccine today! #Moderna #ThankfulThursday ?? https://t.co/sxaHLb3llu;positive
1,37724E+18;"@Reuters While America US, Canada, UK &amp; Netherlands impose draconian #lockdowns and wrecking their citizens’ livelihoods in the name of fighting #COVID19 they happily found $1.26 million to fund a terrorist PR group in #Syria #ISIS Trudeau order #SputnikV vaccine https://t.co/NbEzmmvdKm";neutral
1,36639E+18;"Our PM our PRIDE..

#AatmanirbharBharat
#Covaxin https://t.co/AmlcX9s8k5";neutral
1,38072E+18;I don’t know if it was the rest i acquired, the shot itself, or the feeling like I was dying and waking up healthy, but that #dose2 #moderna got me feeling like a whole new woman today y’all! Feeling Lit! ? ??? #texasrocknrose;neutral
1,38479E+18;#Covaxin #Covishield unavailable with 2leading hospitals in #Bengaluru.Why is there a sudden  shortage in the vaccines made available to Hospitals?Why is there a shortage in Covid related medicines?Is the Govt giving space to illegal hoarding of medicines?@CMofKarnataka @PMOIndia;neutral
1,36613E+18;@globaltimesnews #SriLanka Puts #China's Vaccine On Hold, Will Use #India-Made Shot https://t.co/dmWT9Zy6GL #FreeTibet #FreeHK #CCP #XiJinping #ChineseVirus #HoldChinaAccountable #BoycottSinovac #BoycottSinopharm #Covaxin #CovishieldVaccin #ChinaLiedPeopleDied #US #VaccineMaitri #VaccineDiplomacy https://t.co/KeaewPLPQ6;neutral
1,37035E+18;@m_scribe At least with Novavax they don't give the genetic instructions to the human but to the moths. But still too focused on the S protein, like all genetic vaccines. I'll take a whole virion inactivated virus vaccine like #Covaxin instead.;neutral
1,38052E+18;"African Union drops AstraZeneca Vaccine from its list of Coronavirus shots due to controversies surrounding the Oxford University product.  https://t.co/karf64Gi5K
#Ivermectin #COVID19 #SARSCoV2 #coronavirus #WHO #Britain #USA #Moderna #JohnsonandJohnson #COVAX #vaccines #Africa";negative
1,38156E+18;@iGovindPandey Isn`t it too litle for approval? So #India bypassed its own regulator refusing the approval due to lack of documentation thanks to ad hoc committee assembled by Government. #sputnikv is getting approvals in the world only thanks to corrupted politicians.;neutral
1,37618E+18;Ministers warn people not to 'squander the progress we've made' as #England prepares to ease #lockdown. Also: the #Moderna jab to be used here from April. The UN calls for action in #Myanmar after the killing of unarmed civilians. On @itvnews at 3.40 #RoadmapOutOfLockdown #itv;neutral
1,38216E+18;"Thanks for sharing Craig.
The average side effects from the vaccine is far less detrimental than the side effects from contracting the COVID-19 infection.
#vaccine #COVID19 #jamaica #AstraZeneca #PfizerVaccine #JohnsonandJohnson #Moderna @mohnerha @themohwgovjm @theserhajm https://t.co/WZCgSdnhWg";positive
1,38469E+18;"Got over a serious #COVID19 infection that nearly hospitalized me last month. Had my first #Moderna shot yesterday and it’s kicking my ass. Beyond sick (pardon the pun) of feeling this thing, but trust me when I say the vaccine is worth it.

You DO NOT want the real thing.";positive
1,35849E+18;"""National healthcare service center has completed necessary formal studies of #SputnikV vaccine which has determined that the vaccine meets manufacturer's specifications in terms of product quality &amp; is suitable for use on humans""
SO PROUD!
@KremlinRussia_E
@KremlinRussia https://t.co/TC6xvHKA3y";neutral
1,36965E+18;"Global coronavirus death toll rises to 2,624,426 #coronavirus #lockdown #SputnikV @Worldometers
https://t.co/zOWH4lYbjv https://t.co/0hR2eCTVFV";neutral
